Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: p150 (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                       Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  730    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  731    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  732    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  733    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  734    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  735    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  736    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  737    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  738    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  739    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  740    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  741    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  742    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  743    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  744    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  745    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  746    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  747    0.0 %         SliceDeviceOperation                                                1         1 μs          1 μs      4                                                        BF16 => BF16
  748    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  749    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  750    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  751    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  752    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  753    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  754    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  755    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  756    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  757    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  758    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  759    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  760    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  761    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  762    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  763    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  764    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  765    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  766    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  767    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  768    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  769    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  770    0.0 %         SliceDeviceOperation                                                1         2 μs          1 μs      4                                                        BF16 => BF16
  771    0.0 %         UnaryDeviceOperation                                                1        31 μs          1 μs    110                                                        BF16 => BF16
  772    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  773    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  774    0.0 %         UnaryDeviceOperation                                                1        30 μs          1 μs    110                                                        BF16 => BF16
  775    1.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 2816 x 704        1    16,861 μs          1 μs      2   32 GB/s   6.2 %    1.0 TFLOPs   34.8 %  HiFi4 BF16 x BF16 => BF16
  776    0.0 %         PermuteDeviceOperation                                              1        35 μs          1 μs    110                                                        BF16 => BF16
  777    0.0 %         UnaryDeviceOperation                                                1        57 μs          1 μs    110                                                        BF16 => BF16
  778    0.0 %         BinaryNgDeviceOperation                                             1        41 μs          1 μs    110                                                  BF16, BF16 => BF16
  779    0.0 %         UnaryDeviceOperation                                                1       119 μs          1 μs    110                                                        BF16 => BF16
  780    0.4 %   SLOW  SparseMatmulDeviceOperation active=128/128 x 32 x 704 x 2816        1     4,433 μs          1 μs      8  121 GB/s  23.6 %    3.7 TFLOPs   33.1 %  HiFi4 BF16 x BF16 => BF16
  781    0.0 %         PermuteDeviceOperation                                              1         8 μs          1 μs    110                                                        BF16 => BF16
  782    0.0 %         BinaryNgDeviceOperation                                             1       134 μs          1 μs    110                                                  BF16, BF16 => BF16
